zipcode,state,income,latitude,longitude,
00501,NY,0,40.81,-73.04,
00544,NY,0,40.81,-73.04,
01001,MA,91129,42.06,-72.61,
01002,MA,147482,42.37,-72.52,
01003,MA,0,42.39,-72.52,
01004,MA,0,42.37,-72.52,
01005,MA,24883,42.42,-72.1,
01007,MA,103396,42.27,-72.4,
01008,MA,7667,42.18,-72.93,
01009,MA,0,42.2,-72.34,
01010,MA,24915,42.11,-72.2,
01011,MA,5853,42.28,-72.98,
01012,MA,4316,42.4,-72.85,
01013,MA,79013,42.15,-72.6,
01014,MA,0,42.17,-72.57,
01020,MA,128543,42.17,-72.57,
01021,MA,0,42.17,-72.57,
01022,MA,9070,42.2,-72.54,
01026,MA,5097,42.46,-72.9,
01027,MA,105590,42.26,-72.68,
01028,MA,129755,42.06,-72.51,
01029,MA,0,42.17,-73.03,
01030,MA,68409,42.06,-72.67,
01031,MA,4468,42.33,-72.2,
01032,MA,2498,42.46,-72.81,
01033,MA,39338,42.26,-72.52,
01034,MA,12322,42.06,-72.86,
01035,MA,36097,42.35,-72.58,
01036,MA,38625,42.06,-72.41,
01037,MA,0,42.35,-72.2,
01038,MA,18606,42.37,-72.6,
01039,MA,11083,42.39,-72.7,
01040,MA,131177,42.21,-72.64,
01041,MA,0,42.21,-72.64,
01050,MA,12978,42.23,-72.88,
01053,MA,11836,42.35,-72.71,
01054,MA,16023,42.45,-72.5,
01056,MA,115904,42.16,-72.48,
01057,MA,50505,42.09,-72.31,
01059,MA,0,42.4,-72.52,
01060,MA,102735,42.32,-72.63,
01061,MA,0,42.32,-72.67,
01062,MA,83229,42.32,-72.67,
01063,MA,0,42.32,-72.64,
01066,MA,0,42.41,-72.66,
01068,MA,12012,42.35,-72.05,
01069,MA,45510,42.16,-72.32,
01070,MA,3039,42.51,-72.91,
01071,MA,8377,42.18,-72.85,
01072,MA,9721,42.45,-72.4,
01073,MA,47352,42.23,-72.73,
01074,MA,0,42.39,-72.09,
01075,MA,107068,42.26,-72.56,
01077,MA,66040,42.05,-72.76,
01079,MA,0,42.2,-72.33,
01080,MA,8946,42.18,-72.37,
01081,MA,8097,42.06,-72.21,
01082,MA,46542,42.25,-72.24,
01083,MA,0,42.21,-72.19,
01084,MA,0,42.39,-72.88,
01085,MA,212444,42.13,-72.75,
01086,MA,0,42.13,-72.79,
01088,MA,3453,42.39,-72.64,
01089,MA,143418,42.12,-72.65,
01090,MA,0,42.12,-72.65,
01092,MA,0,42.19,-72.24,
01093,MA,0,42.44,-72.65,
01094,MA,0,42.35,-72.14,
01095,MA,133898,42.13,-72.43,
01096,MA,16411,42.4,-72.76,
01097,MA,0,42.18,-72.83,
01098,MA,6990,42.41,-72.93,
01101,MA,0,42.11,-72.53,
01102,MA,0,42.11,-72.53,
01103,MA,7500,42.1,-72.59,
01104,MA,64690,42.13,-72.57,
01105,MA,17273,42.1,-72.58,
01106,MA,215209,42.04,-72.57,
01107,MA,22891,42.12,-72.61,
01108,MA,73942,42.08,-72.56,
01109,MA,66323,42.11,-72.53,
01111,MA,0,42.11,-72.53,
01115,MA,0,42.11,-72.53,
01116,MA,0,42.04,-72.57,
01118,MA,66293,42.09,-72.53,
01119,MA,46384,42.12,-72.51,
01128,MA,14775,42.09,-72.49,
01129,MA,32342,42.12,-72.49,
01138,MA,0,42.11,-72.53,
01139,MA,0,42.11,-72.53,
01144,MA,0,42.11,-72.53,
01151,MA,24538,42.15,-72.51,
01152,MA,0,42.11,-72.53,
01199,MA,0,42.12,-72.6,
01201,MA,213668,42.45,-73.26,
01202,MA,0,42.45,-73.26,
01203,MA,0,42.45,-73.26,
01220,MA,34513,42.62,-73.11,
01222,MA,3502,42.05,-73.33,
01223,MA,14036,42.33,-73.07,
01224,MA,0,42.51,-73.2,
01225,MA,17793,42.55,-73.15,
01226,MA,39534,42.47,-73.16,
01227,MA,0,42.47,-73.16,
01229,MA,0,42.28,-73.34,
01230,MA,56611,42.19,-73.35,
01235,MA,15700,42.42,-73.07,
01236,MA,8612,42.27,-73.38,
01237,MA,18403,42.51,-73.22,
01238,MA,33418,42.3,-73.25,
01240,MA,47681,42.35,-73.28,
01242,MA,0,42.33,-73.25,
01243,MA,0,42.35,-73.01,
01244,MA,0,42.12,-73.26,
01245,MA,5794,42.18,-73.21,
01247,MA,51885,42.68,-73.11,
01252,MA,0,42.17,-73.44,
01253,MA,4868,42.21,-73.11,
01254,MA,13225,42.37,-73.36,
01255,MA,3440,42.11,-73.13,
01256,MA,3424,42.56,-73.02,
01257,MA,18261,42.1,-73.34,
01258,MA,6820,42.11,-73.46,
01259,MA,2851,42.07,-73.23,
01260,MA,0,42.3,-73.34,
01262,MA,0,42.3,-73.32,
01263,MA,0,42.3,-73.32,
01264,MA,0,42.24,-73.19,
01266,MA,12908,42.31,-73.39,
01267,MA,55588,42.7,-73.2,
01270,MA,4570,42.51,-73.04,
01301,MA,75577,42.58,-72.59,
01302,MA,0,42.58,-72.59,
01330,MA,8703,42.53,-72.78,
01331,MA,54966,42.59,-72.23,
01337,MA,14832,42.66,-72.55,
01338,MA,1243,42.57,-72.82,
01339,MA,6851,42.63,-72.88,
01340,MA,8205,42.66,-72.68,
01341,MA,12614,42.51,-72.68,
01342,MA,9476,42.55,-72.6,
01343,MA,0,42.66,-72.98,
01344,MA,7018,42.6,-72.4,
01346,MA,1684,42.66,-72.83,
01347,MA,0,42.56,-72.52,
01349,MA,3394,42.56,-72.48,
01350,MA,0,42.72,-72.98,
01351,MA,13765,42.53,-72.53,
01354,MA,8399,42.62,-72.51,
01355,MA,4969,42.5,-72.33,
01360,MA,15846,42.7,-72.43,
01364,MA,28351,42.59,-72.3,
01366,MA,7749,42.48,-72.18,
01367,MA,2090,42.7,-72.9,
01368,MA,6234,42.68,-72.18,
01370,MA,21657,42.6,-72.74,
01373,MA,31629,42.47,-72.59,
01375,MA,19812,42.46,-72.58,
01376,MA,19231,42.59,-72.55,
01378,MA,3459,42.68,-72.33,
01379,MA,3356,42.55,-72.4,
01380,MA,0,42.58,-72.37,
01420,MA,153603,42.58,-71.81,
01430,MA,41724,42.63,-71.9,
01431,MA,19327,42.68,-71.81,
01432,MA,54171,42.56,-71.58,
01434,MA,3186,42.53,-71.61,
01436,MA,13094,42.6,-72.07,
01438,MA,0,42.56,-72.03,
01440,MA,83528,42.58,-71.98,
01441,MA,0,42.58,-71.98,
01450,MA,135062,42.6,-71.57,
01451,MA,81565,42.5,-71.58,
01452,MA,29816,42.48,-72.01,
01453,MA,224849,42.51,-71.77,
01460,MA,99149,42.53,-71.47,
01462,MA,82525,42.59,-71.72,
01463,MA,83977,42.66,-71.58,
01464,MA,40379,42.54,-71.65,
01467,MA,0,42.49,-71.61,
01468,MA,24659,42.55,-72.06,
01469,MA,45693,42.66,-71.7,
01470,MA,0,42.6,-71.57,
01471,MA,0,42.6,-71.57,
01472,MA,0,42.61,-71.62,
01473,MA,57911,42.55,-71.9,
01474,MA,13365,42.66,-71.74,
01475,MA,45489,42.68,-72.04,
01501,MA,107808,42.2,-71.83,
01503,MA,30479,42.38,-71.63,
01504,MA,54291,42.04,-71.53,
01505,MA,56668,42.35,-71.73,
01506,MA,18258,42.21,-72.1,
01507,MA,90299,42.13,-71.96,
01508,MA,0,42.13,-71.96,
01509,MA,0,42.13,-71.96,
01510,MA,80621,42.41,-71.68,
01515,MA,13349,42.22,-72.04,
01516,MA,60626,42.05,-71.73,
01518,MA,29100,42.12,-72.11,
01519,MA,69256,42.2,-71.68,
01520,MA,131900,42.35,-71.85,
01521,MA,15159,42.05,-72.15,
01522,MA,25956,42.38,-71.87,
01523,MA,59828,42.45,-71.66,
01524,MA,38681,42.25,-71.9,
01525,MA,0,42.11,-71.63,
01526,MA,0,42.12,-71.76,
01527,MA,87842,42.19,-71.76,
01529,MA,18448,42.03,-71.58,
01531,MA,6018,42.31,-72.13,
01532,MA,188941,42.31,-71.64,
01534,MA,44515,42.15,-71.65,
01535,MA,23750,42.27,-72.08,
01536,MA,63009,42.23,-71.69,
01537,MA,12673,42.16,-71.88,
01538,MA,0,42.05,-71.64,
01540,MA,64123,42.11,-71.87,
01541,MA,35279,42.45,-71.86,
01542,MA,13039,42.2,-71.9,
01543,MA,59353,42.36,-71.95,
01545,MA,387522,42.3,-71.71,
01546,MA,0,42.3,-71.71,
01550,MA,65246,42.08,-72.03,
01560,MA,34039,42.17,-71.68,
01561,MA,0,42.44,-71.69,
01562,MA,61857,42.24,-71.99,
01564,MA,69450,42.43,-71.75,
01566,MA,55677,42.09,-72.06,
01568,MA,76244,42.17,-71.61,
01569,MA,95333,42.08,-71.6,
01570,MA,86413,42.04,-71.87,
01571,MA,62033,42.05,-71.93,
01581,MA,210799,42.26,-71.61,
01583,MA,53576,42.36,-71.78,
01585,MA,27834,42.23,-72.14,
01586,MA,0,42.19,-71.76,
01588,MA,62131,42.11,-71.67,
01590,MA,87076,42.15,-71.76,
01601,MA,0,42.26,-71.8,
01602,MA,122013,42.27,-71.85,
01603,MA,70844,42.24,-71.84,
01604,MA,151790,42.25,-71.77,
01605,MA,96397,42.29,-71.79,
01606,MA,110491,42.32,-71.8,
01607,MA,32434,42.23,-71.79,
01608,MA,14723,42.26,-71.8,
01609,MA,122869,42.29,-71.83,
01610,MA,50173,42.25,-71.81,
01611,MA,10464,42.23,-71.87,
01612,MA,37358,42.31,-71.93,
01613,MA,0,42.26,-71.8,
01614,MA,0,42.26,-71.8,
01615,MA,0,42.26,-71.8,
01653,MA,0,42.26,-71.8,
01655,MA,0,42.26,-71.8,
01701,MA,303246,42.3,-71.43,
01702,MA,170236,42.28,-71.44,
01703,MA,0,42.3,-71.43,
01704,MA,0,42.3,-71.43,
01705,MA,0,42.3,-71.43,
01718,MA,5628,42.52,-71.43,
01719,MA,61453,42.5,-71.5,
01720,MA,284821,42.48,-71.46,
01721,MA,171755,42.25,-71.46,
01730,MA,199501,42.48,-71.26,
01731,MA,9306,42.46,-71.28,
01740,MA,78085,42.43,-71.6,
01741,MA,142380,42.53,-71.35,
01742,MA,467738,42.45,-71.35,
01745,MA,4233,42.29,-71.5,
01746,MA,157877,42.2,-71.43,
01747,MA,45433,42.12,-71.54,
01748,MA,272545,42.22,-71.52,
01749,MA,144676,42.39,-71.56,
01752,MA,262795,42.34,-71.54,
01754,MA,80659,42.42,-71.45,
01756,MA,60937,42.1,-71.55,
01757,MA,177040,42.14,-71.51,
01760,MA,403219,42.28,-71.35,
01770,MA,147184,42.23,-71.36,
01772,MA,206882,42.3,-71.51,
01773,MA,186056,42.41,-71.3,
01775,MA,89905,42.43,-71.5,
01776,MA,397303,42.36,-71.4,
01778,MA,344909,42.36,-71.36,
01784,MA,0,42.23,-71.55,
01801,MA,303728,42.48,-71.15,
01803,MA,246818,42.5,-71.2,
01805,MA,0,42.5,-71.2,
01810,MA,569156,42.65,-71.14,
01812,MA,0,42.65,-71.14,
01813,MA,0,42.48,-71.15,
01815,MA,0,42.48,-71.15,
01821,MA,227649,42.55,-71.26,
01822,MA,0,42.55,-71.26,
01824,MA,270248,42.59,-71.36,
01826,MA,205267,42.68,-71.3,
01827,MA,37031,42.66,-71.48,
01830,MA,132677,42.78,-71.08,
01831,MA,0,42.78,-71.08,
01832,MA,122716,42.79,-71.13,
01833,MA,79308,42.73,-70.98,
01834,MA,51959,42.75,-71.03,
01835,MA,91769,42.75,-71.09,
01840,MA,14371,42.71,-71.16,
01841,MA,132151,42.71,-71.16,
01842,MA,0,42.7,-71.16,
01843,MA,92549,42.7,-71.16,
01844,MA,291954,42.74,-71.18,
01845,MA,332483,42.7,-71.11,
01850,MA,56531,42.66,-71.3,
01851,MA,131469,42.63,-71.32,
01852,MA,160916,42.63,-71.3,
01853,MA,0,42.63,-71.32,
01854,MA,91801,42.65,-71.35,
01860,MA,48797,42.83,-71,
01862,MA,78699,42.58,-71.3,
01863,MA,67560,42.63,-71.39,
01864,MA,177153,42.58,-71.08,
01865,MA,0,42.54,-71.25,
01866,MA,0,42.53,-71.23,
01867,MA,292653,42.53,-71.1,
01876,MA,236868,42.61,-71.23,
01879,MA,97170,42.68,-71.41,
01880,MA,244071,42.5,-71.06,
01885,MA,0,42.67,-71.03,
01886,MA,272978,42.58,-71.43,
01887,MA,195751,42.55,-71.16,
01888,MA,0,42.48,-71.15,
01889,MA,0,42.56,-71.06,
01890,MA,517149,42.45,-71.14,
01899,MA,0,42.65,-71.14,
01901,MA,6522,42.46,-70.95,
01902,MA,159781,42.47,-70.94,
01903,MA,0,42.47,-70.96,
01904,MA,113209,42.47,-70.96,
01905,MA,97861,42.47,-70.98,
01906,MA,183659,42.46,-71.01,
01907,MA,188646,42.47,-70.91,
01908,MA,48864,42.43,-70.93,
01910,MA,0,42.47,-70.96,
01913,MA,128619,42.85,-70.92,
01915,MA,349421,42.57,-70.87,
01921,MA,143076,42.67,-70.98,
01922,MA,32969,42.75,-70.93,
01923,MA,232685,42.57,-70.95,
01929,MA,46667,42.63,-70.77,
01930,MA,218769,42.62,-70.66,
01931,MA,0,42.62,-70.66,
01936,MA,0,42.61,-70.86,
01937,MA,0,42.59,-70.98,
01938,MA,150659,42.67,-70.83,
01940,MA,195757,42.53,-71.04,
01944,MA,135695,42.56,-70.76,
01945,MA,334346,42.5,-70.85,
01949,MA,99012,42.6,-71.01,
01950,MA,225918,42.81,-70.88,
01951,MA,59796,42.77,-70.85,
01952,MA,55884,42.83,-70.84,
01960,MA,338323,42.53,-70.97,
01961,MA,0,42.53,-70.97,
01965,MA,0,42.56,-70.86,
01966,MA,68338,42.64,-70.61,
01969,MA,55300,42.72,-70.89,
01970,MA,256080,42.51,-70.9,
01971,MA,0,42.51,-70.89,
01982,MA,98367,42.62,-70.86,
01983,MA,93640,42.63,-70.95,
01984,MA,69562,42.6,-70.88,
01985,MA,59660,42.8,-71,
02018,MA,0,42.17,-70.88,
02019,MA,112235,42.09,-71.47,
02020,MA,0,42.08,-70.64,
02021,MA,255503,42.15,-71.13,
02025,MA,193670,42.23,-70.8,
02026,MA,268900,42.24,-71.17,
02027,MA,0,42.24,-71.17,
02030,MA,229081,42.24,-71.27,
02032,MA,46206,42.15,-71.21,
02035,MA,173629,42.06,-71.24,
02038,MA,303814,42.08,-71.38,
02040,MA,0,42.19,-70.76,
02041,MA,0,42.1,-70.71,
02043,MA,516377,42.23,-70.88,
02044,MA,0,42.23,-70.88,
02045,MA,85306,42.3,-70.9,
02047,MA,0,42.13,-70.69,
02048,MA,207556,42.02,-71.21,
02050,MA,213176,42.09,-70.7,
02051,MA,0,42.15,-70.73,
02052,MA,218155,42.18,-71.3,
02053,MA,130717,42.16,-71.43,
02054,MA,71114,42.16,-71.35,
02055,MA,0,42.19,-70.76,
02056,MA,120623,42.11,-71.31,
02059,MA,0,42.1,-70.71,
02060,MA,0,42.21,-70.76,
02061,MA,193864,42.16,-70.78,
02062,MA,235391,42.18,-71.19,
02065,MA,0,42.1,-70.71,
02066,MA,233089,42.18,-70.73,
02067,MA,223920,42.11,-71.18,
02070,MA,0,42.05,-71.35,
02071,MA,9655,42.1,-71.27,
02072,MA,177648,42.11,-71.1,
02081,MA,203634,42.13,-71.24,
02090,MA,335846,42.21,-71.21,
02093,MA,118164,42.06,-71.33,
02108,MA,278199,42.36,-71.06,
02109,MA,179691,42.37,-71.05,
02110,MA,329247,42.36,-71.05,
02111,MA,162451,42.35,-71.06,
02112,MA,0,42.35,-71.06,
02113,MA,68968,42.37,-71.06,
02114,MA,234187,42.36,-71.07,
02115,MA,208581,42.34,-71.1,
02116,MA,1176560,42.35,-71.08,
02117,MA,0,42.35,-71.06,
02118,MA,460137,42.34,-71.07,
02119,MA,99599,42.32,-71.09,
02120,MA,37222,42.33,-71.1,
02121,MA,78975,42.31,-71.09,
02122,MA,113772,42.29,-71.04,
02123,MA,0,42.35,-71.06,
02124,MA,216108,42.29,-71.07,
02125,MA,164926,42.32,-71.06,
02126,MA,87963,42.27,-71.1,
02127,MA,392117,42.33,-71.04,
02128,MA,192794,42.36,-71.01,
02129,MA,263869,42.38,-71.06,
02130,MA,335959,42.3,-71.11,
02131,MA,189285,42.28,-71.13,
02132,MA,246587,42.28,-71.16,
02133,MA,0,42.35,-71.06,
02134,MA,94396,42.35,-71.13,
02135,MA,254484,42.35,-71.15,
02136,MA,168050,42.26,-71.13,
02137,MA,0,42.25,-71.12,
02138,MA,572641,42.38,-71.14,
02139,MA,329069,42.37,-71.11,
02140,MA,216784,42.39,-71.13,
02141,MA,131605,42.37,-71.08,
02142,MA,60056,42.36,-71.08,
02143,MA,218515,42.38,-71.1,
02144,MA,230922,42.4,-71.12,
02145,MA,174786,42.39,-71.1,
02148,MA,315121,42.43,-71.05,
02149,MA,180385,42.4,-71.05,
02150,MA,138506,42.39,-71.03,
02151,MA,254287,42.41,-70.99,
02152,MA,126641,42.37,-70.98,
02153,MA,0,42.42,-71.1,
02155,MA,428559,42.42,-71.1,
02156,MA,0,42.42,-71.13,
02163,MA,7951,42.37,-71.12,
02169,MA,370700,42.26,-71,
02170,MA,116304,42.27,-71.02,
02171,MA,143951,42.29,-71.02,
02176,MA,277721,42.45,-71.05,
02180,MA,191550,42.47,-71.09,
02184,MA,302387,42.2,-71,
02185,MA,0,42.2,-71,
02186,MA,369689,42.24,-71.08,
02187,MA,0,42.26,-71.08,
02188,MA,96233,42.2,-70.96,
02189,MA,90187,42.2,-70.94,
02190,MA,139698,42.17,-70.95,
02191,MA,60231,42.24,-70.94,
02196,MA,0,42.35,-71.06,
02199,MA,106344,42.35,-71.08,
02201,MA,0,42.35,-71.06,
02203,MA,0,42.36,-71.06,
02204,MA,0,42.35,-71.06,
02205,MA,0,42.35,-71.06,
02206,MA,0,42.35,-71.06,
02210,MA,183891,42.35,-71.04,
02211,MA,0,42.35,-71.06,
02212,MA,0,42.35,-71.06,
02215,MA,108403,42.35,-71.1,
02217,MA,0,42.35,-71.06,
02222,MA,0,42.35,-71.06,
02238,MA,0,42.37,-71.11,
02241,MA,0,42.35,-71.06,
02269,MA,0,42.26,-71,
02283,MA,0,42.35,-71.06,
02284,MA,0,42.35,-71.06,
02293,MA,0,42.35,-71.06,
02297,MA,0,42.35,-71.06,
02298,MA,0,42.34,-71.05,
02301,MA,236454,42.08,-71.02,
02302,MA,139502,42.09,-71,
02303,MA,0,42.08,-71.02,
02304,MA,0,42.08,-71.02,
02305,MA,0,42.08,-71.02,
02322,MA,30213,42.13,-71.05,
02324,MA,175877,41.98,-70.97,
02325,MA,0,41.98,-70.97,
02327,MA,0,42.06,-70.8,
02330,MA,66006,41.88,-70.76,
02331,MA,0,42.04,-70.67,
02332,MA,225432,42.04,-70.67,
02333,MA,95903,42.03,-70.95,
02334,MA,0,42.03,-71.1,
02337,MA,0,42.01,-70.96,
02338,MA,51304,41.98,-70.86,
02339,MA,152560,42.11,-70.81,
02341,MA,73680,42.06,-70.85,
02343,MA,64294,42.14,-71,
02344,MA,0,41.86,-70.9,
02345,MA,0,41.92,-70.56,
02346,MA,139450,41.86,-70.9,
02347,MA,87593,41.85,-70.95,
02348,MA,0,41.86,-70.9,
02349,MA,0,41.86,-70.9,
02350,MA,0,42.02,-70.84,
02351,MA,114440,42.11,-70.95,
02355,MA,0,41.91,-70.79,
02356,MA,140445,42.05,-71.1,
02357,MA,0,42.06,-71.08,
02358,MA,0,42.09,-70.78,
02359,MA,139142,42.06,-70.8,
02360,MA,441150,41.95,-70.66,
02361,MA,0,41.95,-70.66,
02362,MA,0,41.95,-70.66,
02364,MA,107787,41.99,-70.71,
02366,MA,0,41.85,-70.66,
02367,MA,22268,41.95,-70.81,
02368,MA,176875,42.17,-71.05,
02370,MA,103685,42.13,-70.91,
02375,MA,86764,42.03,-71.1,
02379,MA,51665,42.01,-71,
02381,MA,0,41.93,-70.59,
02382,MA,87959,42.08,-70.93,
02420,MA,333574,42.46,-71.22,
02421,MA,400341,42.44,-71.23,
02445,MA,480102,42.32,-71.14,
02446,MA,462808,42.34,-71.12,
02447,MA,0,42.33,-71.13,
02451,MA,152266,42.38,-71.24,
02452,MA,104750,42.39,-71.22,
02453,MA,183597,42.37,-71.24,
02454,MA,0,42.38,-71.24,
02455,MA,0,42.39,-71.22,
02456,MA,0,42.33,-71.2,
02457,MA,0,42.3,-71.27,
02458,MA,223704,42.35,-71.19,
02459,MA,594205,42.31,-71.19,
02460,MA,148716,42.35,-71.2,
02461,MA,139442,42.32,-71.21,
02462,MA,18964,42.33,-71.26,
02464,MA,33766,42.31,-71.22,
02465,MA,337200,42.35,-71.22,
02466,MA,101818,42.34,-71.24,
02467,MA,501111,42.31,-71.16,
02468,MA,198050,42.32,-71.23,
02471,MA,0,42.36,-71.17,
02472,MA,300928,42.37,-71.18,
02474,MA,306911,42.42,-71.16,
02475,MA,0,42.41,-71.18,
02476,MA,208544,42.41,-71.16,
02477,MA,0,42.36,-71.17,
02478,MA,443215,42.39,-71.18,
02479,MA,0,42.39,-71.17,
02481,MA,734637,42.31,-71.27,
02482,MA,332144,42.29,-71.3,
02492,MA,518281,42.28,-71.24,
02493,MA,725373,42.36,-71.3,
02494,MA,154693,42.3,-71.23,
02495,MA,0,42.33,-71.2,
02532,MA,74786,41.75,-70.61,
02534,MA,0,41.66,-70.61,
02535,MA,19883,41.34,-70.74,
02536,MA,148060,41.56,-70.55,
02537,MA,55603,41.73,-70.43,
02538,MA,20879,41.78,-70.65,
02539,MA,46524,41.38,-70.53,
02540,MA,69403,41.56,-70.62,
02541,MA,0,41.54,-70.6,
02542,MA,1468,41.71,-70.55,
02543,MA,12046,41.52,-70.66,
02552,MA,0,41.34,-70.73,
02553,MA,0,41.71,-70.62,
02554,MA,110428,41.27,-70.1,
02556,MA,37990,41.64,-70.63,
02557,MA,0,41.45,-70.56,
02558,MA,0,41.74,-70.66,
02559,MA,25997,41.69,-70.63,
02561,MA,0,41.77,-70.53,
02562,MA,26529,41.79,-70.53,
02563,MA,80743,41.75,-70.49,
02564,MA,0,41.27,-70,
02568,MA,56417,41.45,-70.6,
02571,MA,59230,41.76,-70.71,
02574,MA,0,41.6,-70.64,
02575,MA,0,41.38,-70.67,
02576,MA,22086,41.78,-70.75,
02584,MA,0,41.26,-70.01,
02601,MA,65422,41.65,-70.29,
02630,MA,24486,41.7,-70.3,
02631,MA,76054,41.76,-70.08,
02632,MA,79701,41.66,-70.34,
02633,MA,59756,41.67,-69.96,
02634,MA,0,41.66,-70.34,
02635,MA,38790,41.62,-70.44,
02637,MA,0,41.71,-70.27,
02638,MA,26475,41.73,-70.2,
02639,MA,15489,41.66,-70.13,
02641,MA,0,41.75,-70.15,
02642,MA,29271,41.83,-69.96,
02643,MA,0,41.8,-69.94,
02644,MA,27318,41.68,-70.5,
02645,MA,68529,41.69,-70.07,
02646,MA,18405,41.67,-70.07,
02647,MA,0,41.63,-70.31,
02648,MA,56764,41.67,-70.4,
02649,MA,120301,41.65,-70.48,
02650,MA,11276,41.7,-69.95,
02651,MA,0,41.87,-70,
02652,MA,0,42.04,-70.09,
02653,MA,46395,41.79,-70,
02655,MA,51205,41.62,-70.38,
02657,MA,32432,42.06,-70.2,
02659,MA,9493,41.68,-70.02,
02660,MA,39435,41.7,-70.15,
02661,MA,0,41.67,-70.04,
02662,MA,0,41.75,-69.99,
02663,MA,0,41.89,-70.01,
02664,MA,56075,41.67,-70.2,
02666,MA,0,42,-70.06,
02667,MA,19467,41.93,-70.03,
02668,MA,29347,41.7,-70.37,
02669,MA,0,41.68,-69.99,
02670,MA,11704,41.66,-70.16,
02671,MA,9605,41.67,-70.11,
02672,MA,0,41.64,-70.31,
02673,MA,47177,41.65,-70.24,
02675,MA,54480,41.7,-70.22,
02702,MA,30292,41.78,-71.06,
02703,MA,265221,41.93,-71.29,
02712,MA,0,41.97,-71.18,
02713,MA,0,41.44,-70.9,
02714,MA,0,41.56,-71,
02715,MA,25013,41.82,-71.16,
02717,MA,32982,41.75,-70.97,
02718,MA,38909,41.87,-71.01,
02719,MA,91220,41.63,-70.9,
02720,MA,126706,41.73,-71.12,
02721,MA,78154,41.68,-71.15,
02722,MA,0,41.71,-71.1,
02723,MA,43982,41.69,-71.13,
02724,MA,51772,41.68,-71.18,
02725,MA,14051,41.72,-71.19,
02726,MA,96188,41.73,-71.15,
02738,MA,57687,41.7,-70.76,
02739,MA,70806,41.66,-70.8,
02740,MA,142153,41.64,-70.94,
02741,MA,0,41.66,-70.93,
02742,MA,0,41.66,-70.93,
02743,MA,62075,41.68,-70.9,
02744,MA,34677,41.61,-70.91,
02745,MA,106761,41.7,-70.95,
02746,MA,38847,41.66,-70.93,
02747,MA,123519,41.64,-71,
02748,MA,103174,41.55,-70.98,
02760,MA,205672,41.97,-71.33,
02761,MA,0,41.97,-71.33,
02762,MA,73776,42,-71.33,
02763,MA,18166,41.97,-71.31,
02764,MA,26974,41.85,-71.15,
02766,MA,134557,41.96,-71.18,
02767,MA,106815,41.93,-71.04,
02768,MA,0,41.93,-71.04,
02769,MA,111883,41.83,-71.26,
02770,MA,45707,41.73,-70.81,
02771,MA,111237,41.81,-71.33,
02777,MA,108369,41.75,-71.18,
02779,MA,46765,41.85,-71.08,
02780,MA,238214,41.9,-71.09,
02790,MA,120042,41.66,-71.1,
02791,MA,0,41.52,-71.07,
02801,RI,0,41.51,-71.16,
02802,RI,0,41.95,-71.46,
02804,RI,16053,41.42,-71.78,
02806,RI,253822,41.73,-71.31,
02807,RI,0,41.16,-71.58,
02808,RI,10841,41.39,-71.75,
02809,RI,137790,41.67,-71.27,
02812,RI,8814,41.47,-71.64,
02813,RI,60749,41.38,-71.65,
02814,RI,49598,41.91,-71.7,
02815,RI,1549,41.77,-71.66,
02816,RI,194956,41.68,-71.66,
02817,RI,47974,41.63,-71.65,
02818,RI,227880,41.63,-71.5,
02822,RI,44759,41.56,-71.68,
02823,RI,0,41.73,-71.54,
02824,RI,0,41.97,-71.55,
02825,RI,34699,41.85,-71.76,
02826,RI,0,41.98,-71.65,
02827,RI,14220,41.69,-71.74,
02828,RI,52927,41.87,-71.55,
02829,RI,0,41.88,-71.61,
02830,RI,38517,41.96,-71.67,
02831,RI,36065,41.75,-71.56,
02832,RI,29191,41.51,-71.72,
02833,RI,3004,41.48,-71.77,
02835,RI,85557,41.48,-71.36,
02836,RI,0,41.45,-71.62,
02837,RI,27990,41.5,-71.16,
02838,RI,15054,41.96,-71.47,
02839,RI,9878,41.94,-71.64,
02840,RI,158486,41.47,-71.3,
02841,RI,0,41.51,-71.33,
02842,RI,108536,41.51,-71.27,
02852,RI,203444,41.55,-71.46,
02857,RI,63022,41.83,-71.63,
02858,RI,3514,41.97,-71.65,
02859,RI,33298,41.95,-71.7,
02860,RI,150621,41.87,-71.37,
02861,RI,115171,41.88,-71.35,
02862,RI,0,41.87,-71.37,
02863,RI,42114,41.89,-71.39,
02864,RI,248435,41.94,-71.41,
02865,RI,159157,41.91,-71.45,
02871,RI,152567,41.6,-71.25,
02872,RI,0,41.6,-71.31,
02873,RI,0,41.53,-71.78,
02874,RI,65054,41.51,-71.44,
02875,RI,1807,41.46,-71.64,
02876,RI,7751,41.99,-71.59,
02877,RI,0,41.52,-71.54,
02878,RI,109384,41.65,-71.2,
02879,RI,171879,41.45,-71.51,
02880,RI,0,41.45,-71.51,
02881,RI,16148,41.48,-71.52,
02882,RI,124582,41.39,-71.48,
02883,RI,0,41.45,-71.5,
02885,RI,64919,41.72,-71.26,
02886,RI,187457,41.7,-71.46,
02887,RI,0,41.7,-71.42,
02888,RI,115023,41.75,-71.41,
02889,RI,155089,41.7,-71.42,
02891,RI,143905,41.37,-71.81,
02892,RI,38078,41.5,-71.59,
02893,RI,139871,41.69,-71.51,
02894,RI,4274,41.45,-71.7,
02895,RI,137897,41.99,-71.5,
