zipcode,state,income,latitude,longitude,
14233,NY,0,42.88,-78.85,
14240,NY,0,42.88,-78.85,
14241,NY,0,42.88,-78.85,
14260,NY,0,42.88,-78.85,
14261,NY,0,43.01,-78.79,
14263,NY,0,42.88,-78.85,
14264,NY,0,42.88,-78.85,
14265,NY,0,42.88,-78.85,
14267,NY,0,42.88,-78.85,
14269,NY,0,42.88,-78.85,
14270,NY,0,42.88,-78.85,
14272,NY,0,42.88,-78.85,
14273,NY,0,42.88,-78.85,
14276,NY,0,42.88,-78.85,
14280,NY,0,42.88,-78.85,
14301,NY,25097,43.1,-79.04,
14302,NY,0,43.09,-79.05,
14303,NY,12425,43.09,-79.01,
14304,NY,127531,43.1,-78.95,
14305,NY,53068,43.12,-79.02,
14410,NY,0,43.19,-77.86,
14411,NY,41937,43.24,-78.18,
14413,NY,0,43.21,-77.05,
14414,NY,35119,42.91,-77.74,
14415,NY,0,42.76,-77.02,
14416,NY,18699,43.08,-77.94,
14418,NY,4781,42.59,-77.15,
14420,NY,81583,43.21,-77.94,
14422,NY,10401,43.07,-78.06,
14423,NY,22593,42.97,-77.85,
14424,NY,172233,42.88,-77.28,
14425,NY,66872,42.95,-77.32,
14427,NY,7968,42.63,-78.05,
14428,NY,49669,43.1,-77.88,
14429,NY,0,43.17,-78.05,
14430,NY,0,43.21,-77.93,
14432,NY,23800,42.95,-77.13,
14433,NY,16668,43.08,-76.87,
14435,NY,16679,42.71,-77.66,
14437,NY,37378,42.56,-77.69,
14441,NY,1278,42.68,-76.96,
14443,NY,0,42.89,-77.43,
14445,NY,31915,43.11,-77.48,
14449,NY,0,43.24,-77.19,
14450,NY,339027,43.1,-77.44,
14452,NY,0,43.25,-78.05,
14453,NY,0,42.99,-77.42,
14454,NY,39217,42.79,-77.81,
14456,NY,77541,42.85,-77,
14461,NY,0,42.8,-77.2,
14462,NY,2640,42.68,-77.74,
14463,NY,0,42.83,-77.07,
14464,NY,30749,43.32,-77.93,
14466,NY,8115,42.77,-77.58,
14467,NY,50020,43.04,-77.61,
14468,NY,117123,43.28,-77.79,
14469,NY,32132,42.87,-77.46,
14470,NY,32069,43.22,-78.02,
14471,NY,13359,42.75,-77.49,
14472,NY,83784,42.95,-77.59,
14475,NY,2783,42.94,-77.5,
14476,NY,9813,43.32,-78.03,
14477,NY,6723,43.33,-78.13,
14478,NY,5869,42.58,-77.13,
14479,NY,0,43.24,-78.31,
14480,NY,4355,42.84,-77.71,
14481,NY,8064,42.77,-77.89,
14482,NY,39111,42.97,-77.99,
14485,NY,20102,42.9,-77.61,
14486,NY,1522,42.9,-77.91,
14487,NY,32971,42.82,-77.66,
14488,NY,0,42.81,-77.65,
14489,NY,24814,43.06,-76.99,
14502,NY,60191,43.06,-77.3,
14504,NY,6663,42.97,-77.23,
14505,NY,23291,43.16,-77.17,
14506,NY,13597,43.01,-77.52,
14507,NY,5678,42.7,-77.27,
14508,NY,0,43.32,-78.05,
14510,NY,16956,42.72,-77.87,
14511,NY,0,42.99,-77.86,
14512,NY,22705,42.61,-77.4,
14513,NY,50843,43.04,-77.09,
14514,NY,32846,43.11,-77.81,
14515,NY,0,43.25,-77.73,
14516,NY,9814,43.2,-76.91,
14517,NY,10900,42.58,-77.93,
14518,NY,0,42.95,-77.04,
14519,NY,72011,43.22,-77.31,
14520,NY,0,43.24,-77.31,
14521,NY,11085,42.67,-76.82,
14522,NY,40411,43.06,-77.23,
14525,NY,11493,42.87,-77.99,
14526,NY,163530,43.15,-77.44,
14527,NY,54964,42.66,-77.05,
14529,NY,0,42.54,-77.64,
14530,NY,22046,42.71,-78,
14532,NY,19714,42.95,-77.06,
14533,NY,6899,42.84,-77.88,
14534,NY,438905,43.09,-77.51,
14536,NY,2643,42.55,-78.09,
14537,NY,0,43.04,-77.16,
14538,NY,0,43.24,-77.19,
14539,NY,0,42.83,-77.87,
14541,NY,10271,42.75,-76.83,
14542,NY,0,43.15,-76.86,
14543,NY,22882,42.98,-77.67,
14544,NY,9202,42.76,-77.22,
14545,NY,0,42.66,-77.7,
14546,NY,29820,43.02,-77.75,
14547,NY,0,42.83,-77.07,
14548,NY,16858,42.95,-77.22,
14549,NY,0,42.7,-78.02,
14550,NY,6139,42.66,-78.08,
14551,NY,20037,43.23,-77.06,
14555,NY,5154,43.26,-76.99,
14556,NY,0,42.68,-77.82,
14557,NY,0,43.04,-78.06,
14558,NY,0,42.81,-77.65,
14559,NY,110201,43.18,-77.8,
14560,NY,9568,42.68,-77.57,
14561,NY,12411,42.82,-77.12,
14563,NY,0,43.22,-77.44,
14564,NY,168731,42.98,-77.41,
14568,NY,33840,43.14,-77.27,
14569,NY,25796,42.74,-78.14,
14571,NY,5920,43.33,-78.24,
14572,NY,19105,42.56,-77.59,
14580,NY,382567,43.21,-77.42,
14585,NY,1078,42.91,-77.55,
14586,NY,62369,43.03,-77.69,
14588,NY,0,42.68,-76.87,
14589,NY,38139,43.24,-77.15,
14590,NY,18786,43.22,-76.81,
14591,NY,7304,42.82,-78.08,
14592,NY,0,42.87,-77.9,
14602,NY,0,43.16,-77.61,
14603,NY,0,43.16,-77.61,
14604,NY,14025,43.16,-77.61,
14605,NY,18168,43.17,-77.6,
14606,NY,90285,43.17,-77.7,
14607,NY,75672,43.15,-77.59,
14608,NY,24571,43.15,-77.62,
14609,NY,142206,43.18,-77.55,
14610,NY,130337,43.14,-77.55,
14611,NY,29526,43.15,-77.65,
14612,NY,185556,43.27,-77.68,
14613,NY,27843,43.18,-77.64,
14614,NY,4767,43.16,-77.62,
14615,NY,51825,43.2,-77.65,
14616,NY,114526,43.23,-77.66,
14617,NY,133122,43.23,-77.59,
14618,NY,225600,43.11,-77.55,
14619,NY,38805,43.14,-77.65,
14620,NY,94997,43.13,-77.61,
14621,NY,56713,43.19,-77.6,
14622,NY,61911,43.22,-77.55,
14623,NY,79993,43.09,-77.64,
14624,NY,208073,43.13,-77.73,
14625,NY,80125,43.15,-77.51,
14626,NY,163395,43.22,-77.71,
14627,NY,0,43.13,-77.63,
14638,NY,0,43.16,-77.61,
14639,NY,0,43.16,-77.61,
14642,NY,0,43.16,-77.61,
14643,NY,0,43.16,-77.61,
14644,NY,0,43.16,-77.61,
14646,NY,0,43.16,-77.61,
14647,NY,0,43.16,-77.61,
14649,NY,0,43.16,-77.61,
14650,NY,0,43.16,-77.61,
14651,NY,0,43.16,-77.61,
14652,NY,0,43.16,-77.61,
14653,NY,0,43.16,-77.61,
14692,NY,0,43.16,-77.61,
14694,NY,0,43.16,-77.61,
14701,NY,123255,42.09,-79.23,
14702,NY,0,42.09,-79.23,
14706,NY,30344,42.09,-78.49,
14707,NY,0,42.08,-78.06,
14708,NY,0,42.01,-78.02,
14709,NY,5334,42.3,-78.02,
14710,NY,14811,42.11,-79.42,
14711,NY,5582,42.33,-78.12,
14712,NY,19452,42.16,-79.39,
14714,NY,1429,42.29,-78.24,
14715,NY,8125,42.06,-78.17,
14716,NY,6760,42.38,-79.44,
14717,NY,2106,42.35,-78.21,
14718,NY,7459,42.34,-79.31,
14719,NY,11390,42.32,-78.86,
14720,NY,0,42.11,-79.28,
14721,NY,714,42,-78.27,
14722,NY,0,42.21,-79.47,
14723,NY,4211,42.29,-79.1,
14724,NY,8914,42.05,-79.66,
14726,NY,2640,42.26,-79.01,
14727,NY,20824,42.21,-78.27,
14728,NY,4549,42.24,-79.4,
14729,NY,3268,42.4,-78.74,
14730,NY,0,42.17,-78.95,
14731,NY,9609,42.27,-78.67,
14732,NY,0,42.23,-79.12,
14733,NY,13312,42.11,-79.19,
14735,NY,7777,42.46,-78.11,
14736,NY,2133,42.14,-79.75,
14737,NY,13352,42.33,-78.45,
14738,NY,13910,42.05,-79.16,
14739,NY,7682,42.2,-78.14,
14740,NY,4612,42.22,-79.18,
14741,NY,7678,42.21,-78.59,
14742,NY,0,42.12,-79.31,
14743,NY,6289,42.16,-78.38,
14744,NY,3899,42.42,-78.16,
14745,NY,0,42.47,-78.14,
14747,NY,7433,42.14,-79.07,
14748,NY,1940,42.14,-78.61,
14750,NY,32513,42.1,-79.32,
14751,NY,0,42.3,-79,
14752,NY,0,42.35,-79.32,
14753,NY,3260,42.02,-78.63,
14754,NY,2207,42.02,-78.23,
14755,NY,9502,42.24,-78.79,
14756,NY,0,42.2,-79.42,
14757,NY,12961,42.25,-79.5,
14758,NY,0,42.01,-79.45,
14760,NY,70381,42.08,-78.43,
14766,NY,0,42.39,-78.83,
14767,NY,5636,42.07,-79.48,
14769,NY,2750,42.37,-79.47,
14770,NY,11272,42.03,-78.33,
14772,NY,13833,42.16,-78.97,
14774,NY,0,42.09,-78.15,
14775,NY,7777,42.26,-79.71,
14777,NY,2349,42.39,-78.27,
14778,NY,0,42.08,-78.48,
14779,NY,20460,42.16,-78.72,
14781,NY,7010,42.16,-79.59,
14782,NY,7500,42.26,-79.25,
14783,NY,0,42.08,-78.89,
14784,NY,2895,42.31,-79.38,
14785,NY,0,42.15,-79.41,
14786,NY,0,42.13,-78.25,
14787,NY,18704,42.32,-79.57,
14788,NY,0,42.06,-78.38,
14801,NY,18252,42.1,-77.23,
14802,NY,3648,42.25,-77.79,
14803,NY,5292,42.24,-77.81,
14804,NY,5591,42.32,-77.85,
14805,NY,5006,42.31,-76.72,
14806,NY,8749,42.15,-77.79,
14807,NY,12569,42.39,-77.69,
14808,NY,1750,42.56,-77.47,
14809,NY,8306,42.4,-77.42,
14810,NY,39933,42.33,-77.31,
14812,NY,12631,42.29,-76.96,
14813,NY,8284,42.22,-78.03,
14814,NY,13555,42.13,-76.93,
14815,NY,4008,42.37,-77.1,
14816,NY,3059,42.17,-76.73,
14817,NY,12036,42.38,-76.39,
14818,NY,9595,42.41,-76.84,
14819,NY,1716,42.19,-77.4,
14820,NY,2242,42.18,-77.36,
14821,NY,13198,42.23,-77.19,
14822,NY,3871,42.46,-77.77,
14823,NY,13475,42.27,-77.6,
14824,NY,2670,42.28,-76.69,
14825,NY,2923,42.06,-76.62,
14826,NY,7486,42.5,-77.5,
14827,NY,0,42.18,-77.14,
14830,NY,125667,42.14,-77.05,
14831,NY,0,42.14,-77.05,
14836,NY,4374,42.54,-77.89,
14837,NY,18535,42.52,-76.97,
14838,NY,7761,42.18,-76.67,
14839,NY,2245,42.13,-77.64,
14840,NY,18250,42.4,-77.22,
14841,NY,5430,42.5,-76.87,
14842,NY,3147,42.58,-76.95,
14843,NY,45887,42.32,-77.66,
14845,NY,122690,42.16,-76.82,
14846,NY,2252,42.52,-77.98,
14847,NY,10082,42.61,-76.72,
14850,NY,322263,42.44,-76.5,
14851,NY,0,42.44,-76.5,
14852,NY,0,42.44,-76.5,
14853,NY,997,42.45,-76.48,
14854,NY,0,42.51,-76.61,
14855,NY,2606,42.12,-77.5,
14856,NY,0,42.38,-77.37,
14857,NY,0,42.51,-76.92,
14858,NY,6908,42.02,-77.14,
14859,NY,4172,42.09,-76.55,
14860,NY,4259,42.61,-76.82,
14861,NY,4900,42.02,-76.72,
14863,NY,0,42.45,-76.71,
14864,NY,4270,42.26,-76.83,
14865,NY,9856,42.34,-76.84,
14867,NY,22971,42.36,-76.59,
14869,NY,5091,42.33,-76.78,
14870,NY,64559,42.16,-77.09,
14871,NY,23625,42.03,-76.86,
14872,NY,2315,42.24,-76.87,
14873,NY,8010,42.52,-77.29,
14874,NY,866,42.53,-77.18,
14876,NY,0,42.43,-76.93,
14877,NY,1602,42.08,-77.66,
14878,NY,2711,42.47,-76.92,
14879,NY,7806,42.28,-77.22,
14880,NY,5359,42.17,-77.97,
14881,NY,1307,42.4,-76.36,
14882,NY,24825,42.58,-76.55,
14883,NY,16591,42.21,-76.49,
14884,NY,1410,42.48,-77.88,
14885,NY,1976,42.04,-77.54,
14886,NY,36745,42.54,-76.66,
14887,NY,0,42.4,-77.05,
14889,NY,5470,42.19,-76.55,
14891,NY,17700,42.38,-76.87,
14892,NY,29397,42.01,-76.52,
14893,NY,0,42.47,-77.11,
14894,NY,4984,42.01,-76.72,
14895,NY,39518,42.12,-77.94,
14897,NY,3033,42.03,-77.8,
14898,NY,4268,42.08,-77.4,
14901,NY,34952,42.09,-76.75,
14902,NY,0,42.08,-76.8,
14903,NY,40085,42.13,-76.87,
14904,NY,44369,42.08,-76.8,
14905,NY,50237,42.09,-76.84,
15001,PA,161779,40.61,-80.25,
15003,PA,43096,40.59,-80.22,
15004,PA,0,40.35,-80.38,
15005,PA,66340,40.63,-80.22,
15006,PA,0,40.63,-79.88,
15007,PA,2422,40.65,-79.93,
15009,PA,102465,40.69,-80.3,
15010,PA,130703,40.76,-80.32,
15012,PA,84637,40.12,-79.86,
15014,PA,11091,40.61,-79.74,
15015,PA,17129,40.63,-80.08,
15017,PA,120918,40.35,-80.1,
15018,PA,3260,40.27,-79.8,
15019,PA,8967,40.42,-80.35,
15020,PA,0,40.23,-79.95,
15021,PA,35605,40.38,-80.39,
15022,PA,42549,40.13,-79.9,
15024,PA,52805,40.54,-79.8,
15025,PA,100604,40.29,-79.88,
15026,PA,28866,40.51,-80.34,
15027,PA,10310,40.66,-80.24,
15028,PA,0,40.31,-79.79,
15030,PA,3172,40.58,-79.78,
15031,PA,2079,40.35,-80.16,
15032,PA,0,40.64,-79.84,
15033,PA,13668,40.17,-79.86,
15034,PA,5739,40.35,-79.89,
15035,PA,7019,40.38,-79.81,
15037,PA,56612,40.27,-79.88,
15038,PA,0,40.25,-79.93,
15042,PA,46672,40.68,-80.25,
15043,PA,11010,40.64,-80.49,
15044,PA,331985,40.63,-79.94,
15045,PA,13048,40.32,-79.88,
15046,PA,13391,40.55,-80.23,
15047,PA,0,40.32,-79.81,
15049,PA,4523,40.56,-79.81,
15050,PA,15209,40.59,-80.47,
15051,PA,2090,40.56,-79.87,
15052,PA,15577,40.65,-80.4,
15053,PA,1045,40.38,-80.36,
15054,PA,0,40.36,-80.41,
15055,PA,8907,40.31,-80.12,
15056,PA,5655,40.56,-80.21,
15057,PA,116675,40.37,-80.23,
15059,PA,14632,40.63,-80.45,
15060,PA,0,40.37,-80.29,
15061,PA,62297,40.68,-80.27,
15062,PA,24213,40.15,-79.88,
15063,PA,55202,40.19,-79.92,
15064,PA,1494,40.36,-80.15,
15065,PA,53518,40.64,-79.73,
15066,PA,48985,40.73,-80.3,
15067,PA,8510,40.2,-79.95,
15068,PA,183046,40.56,-79.75,
15069,PA,0,40.56,-79.75,
15071,PA,78411,40.39,-80.18,
15072,PA,0,40.14,-79.86,
15074,PA,34953,40.7,-80.28,
15075,PA,0,40.59,-79.83,
15076,PA,3477,40.61,-79.83,
15077,PA,0,40.62,-80.42,
15078,PA,1849,40.36,-80.38,
15081,PA,0,40.57,-80.24,
15082,PA,0,40.38,-80.21,
15083,PA,4173,40.26,-79.79,
15084,PA,39867,40.6,-79.76,
15085,PA,44406,40.38,-79.75,
15086,PA,6006,40.67,-80.11,
15087,PA,0,40.19,-79.85,
15088,PA,0,40.27,-79.9,
15089,PA,29543,40.2,-79.76,
15090,PA,318805,40.63,-80.05,
15091,PA,0,40.57,-79.95,
15095,PA,0,40.64,-80.09,
15096,PA,0,40.64,-80.09,
15101,PA,218646,40.57,-79.95,
15102,PA,211743,40.32,-80.03,
15104,PA,16809,40.4,-79.86,
15106,PA,107093,40.4,-80.08,
15108,PA,294881,40.51,-80.16,
15110,PA,10585,40.37,-79.85,
15112,PA,8950,40.4,-79.84,
15116,PA,100635,40.52,-79.95,
15120,PA,75075,40.4,-79.9,
15122,PA,87616,40.36,-79.9,
15123,PA,0,40.35,-79.9,
15126,PA,44021,40.45,-80.25,
15127,PA,0,40.56,-80.02,
15129,PA,69071,40.29,-79.99,
15131,PA,41524,40.34,-79.8,
15132,PA,48622,40.33,-79.83,
15133,PA,25827,40.33,-79.86,
15134,PA,0,40.33,-79.83,
15135,PA,26778,40.31,-79.81,
15136,PA,113904,40.47,-80.1,
15137,PA,39914,40.37,-79.8,
15139,PA,56342,40.52,-79.84,
15140,PA,7951,40.41,-79.78,
15142,PA,49718,40.38,-80.12,
15143,PA,367873,40.57,-80.15,
15144,PA,17837,40.55,-79.78,
15145,PA,21845,40.42,-79.82,
15146,PA,164110,40.42,-79.76,
15147,PA,76145,40.5,-79.84,
15148,PA,5752,40.39,-79.81,
15201,PA,85105,40.47,-79.95,
15202,PA,102353,40.51,-80.07,
15203,PA,58651,40.43,-79.97,
15204,PA,26204,40.46,-80.06,
15205,PA,131249,40.44,-80.1,
15206,PA,169848,40.47,-79.91,
15207,PA,40132,40.4,-79.93,
15208,PA,59066,40.45,-79.9,
15209,PA,66678,40.5,-79.97,
15210,PA,71176,40.41,-79.98,
15211,PA,67679,40.43,-80.02,
15212,PA,119739,40.46,-79.99,
15213,PA,68081,40.44,-79.96,
15214,PA,52965,40.49,-80.01,
15215,PA,152284,40.5,-79.91,
15216,PA,132475,40.4,-80.03,
15217,PA,287388,40.43,-79.92,
15218,PA,81866,40.42,-79.89,
15219,PA,40294,40.44,-79.98,
15220,PA,125284,40.42,-80.05,
15221,PA,132505,40.44,-79.86,
15222,PA,85875,40.45,-79.99,
15223,PA,29913,40.51,-79.95,
15224,PA,46102,40.46,-79.94,
15225,PA,4427,40.51,-80.11,
15226,PA,64886,40.4,-80.01,
15227,PA,140949,40.38,-79.97,
15228,PA,182927,40.37,-80.04,
15229,PA,84684,40.52,-80.04,
15230,PA,0,40.43,-79.97,
15231,PA,0,40.43,-79.97,
15232,PA,118032,40.45,-79.93,
15233,PA,17423,40.46,-80.03,
15234,PA,76913,40.37,-80.02,
15235,PA,169156,40.46,-79.82,
15236,PA,184728,40.35,-79.98,
15237,PA,359800,40.55,-80.04,
15238,PA,263636,40.54,-79.88,
15239,PA,125467,40.48,-79.74,
15240,PA,0,40.43,-79.97,
15241,PA,315345,40.33,-80.08,
15242,PA,0,40.43,-79.97,
15243,PA,145963,40.38,-80.07,
15244,PA,0,40.43,-79.97,
15250,PA,0,40.43,-79.97,
15251,PA,0,40.43,-79.97,
15252,PA,0,40.43,-79.97,
15253,PA,0,40.43,-79.97,
15254,PA,0,40.43,-79.97,
15255,PA,0,40.43,-79.97,
15257,PA,0,40.43,-79.97,
15258,PA,0,40.43,-79.97,
15259,PA,0,40.43,-79.97,
15260,PA,0,40.44,-79.95,
15261,PA,0,40.43,-79.97,
15262,PA,0,40.43,-79.97,
15264,PA,0,40.43,-79.97,
15265,PA,0,40.43,-79.97,
15267,PA,0,40.43,-79.97,
15268,PA,0,40.43,-79.97,
15270,PA,0,40.43,-79.97,
15272,PA,0,40.43,-79.97,
15274,PA,0,40.43,-79.97,
15275,PA,0,40.43,-79.97,
15276,PA,0,40.43,-79.97,
15277,PA,0,40.43,-79.97,
15278,PA,0,40.43,-79.97,
15279,PA,0,40.43,-79.97,
15281,PA,0,40.43,-79.97,
15282,PA,0,40.43,-79.97,
15283,PA,0,40.43,-79.97,
15286,PA,0,40.43,-79.97,
15289,PA,0,40.44,-79.94,
15290,PA,0,40.46,-80.02,
15295,PA,0,40.43,-79.88,
15301,PA,260395,40.17,-80.24,
15310,PA,1057,39.82,-80.45,
15311,PA,7896,40.05,-80.2,
15312,PA,19694,40.28,-80.47,
15313,PA,0,40.07,-80.02,
15314,PA,16915,40.11,-80,
15315,PA,0,39.75,-79.98,
15316,PA,849,39.72,-80.25,
15317,PA,370076,40.26,-80.18,
15320,PA,22356,39.89,-79.97,
15321,PA,10429,40.32,-80.19,
15322,PA,8121,39.97,-80.04,
15323,PA,23660,40.12,-80.41,
15324,PA,0,40.1,-80.07,
15325,PA,0,39.95,-79.96,
15327,PA,5450,39.75,-79.99,
15329,PA,9359,40.02,-80.25,
15330,PA,54551,40.18,-80.13,
15331,PA,0,40.1,-80.02,
15332,PA,47933,40.25,-80,
15333,PA,9141,40.02,-80.03,
15334,PA,0,39.81,-79.97,
15336,PA,0,40.26,-80,
15337,PA,3693,39.95,-80.38,
15338,PA,7084,39.78,-79.99,
15339,PA,0,40.32,-80.21,
15340,PA,8884,40.3,-80.32,
15341,PA,5062,39.84,-80.34,
15342,PA,27052,40.25,-80.21,
15344,PA,7920,39.93,-80.05,
15345,PA,6864,40.01,-80.11,
15346,PA,0,39.94,-80.08,
15347,PA,0,40.22,-80.22,
15348,PA,0,39.99,-80,
15349,PA,8416,39.75,-80.11,
15350,PA,0,40.29,-80.2,
15351,PA,0,39.88,-79.92,
15352,PA,4124,39.75,-80.45,
15353,PA,0,39.96,-80.31,
15357,PA,8110,39.94,-79.99,
15358,PA,0,40.06,-80,
15359,PA,1312,39.88,-80.28,
15360,PA,12758,40.08,-80.07,
15361,PA,0,40.33,-80.26,
15362,PA,3457,39.78,-80.22,
15363,PA,3271,40.25,-80.2,
15364,PA,4334,39.95,-80.3,
15365,PA,0,40.17,-80.38,
15366,PA,0,40.16,-79.97,
15367,PA,145557,40.26,-80.05,
15368,PA,0,40.01,-79.99,
15370,PA,63530,39.89,-80.18,
15376,PA,9554,40.1,-80.5,
15377,PA,3943,39.99,-80.45,
15378,PA,0,40.28,-80.28,
15379,PA,0,40.24,-80.43,
15380,PA,4501,39.88,-80.46,
15401,PA,128737,39.89,-79.72,
15410,PA,2752,39.91,-79.9,
15411,PA,2791,39.74,-79.33,
15412,PA,0,40.09,-79.85,
15413,PA,1449,39.99,-79.87,
15415,PA,0,39.94,-79.83,
15416,PA,0,39.85,-79.68,
15417,PA,28789,40.01,-79.89,
15419,PA,7694,40.05,-79.89,
15420,PA,0,39.96,-79.87,
15421,PA,0,39.85,-79.6,
15422,PA,0,39.98,-79.81,
15423,PA,9650,40.09,-79.93,
15424,PA,7945,39.8,-79.35,
15425,PA,71107,40.01,-79.58,
15427,PA,4436,40.07,-79.97,
15428,PA,7144,40.08,-79.68,
15429,PA,0,40,-79.94,
15430,PA,0,40.04,-79.65,
15431,PA,16934,39.97,-79.61,
15432,PA,0,40.11,-79.86,
15433,PA,2874,39.98,-79.96,
15434,PA,0,40.08,-79.88,
15435,PA,0,39.94,-79.85,
15436,PA,9710,39.82,-79.75,
15437,PA,11937,39.78,-79.61,
15438,PA,9934,40.1,-79.83,
15439,PA,0,39.74,-79.81,
15440,PA,1185,39.73,-79.56,
15442,PA,8679,40.01,-79.83,
15443,PA,0,39.92,-79.88,
15444,PA,1663,40.01,-79.91,
15445,PA,13876,39.87,-79.7,
15446,PA,1974,40.03,-79.4,
15447,PA,0,39.94,-79.94,
15448,PA,0,40.14,-79.73,
15449,PA,0,39.96,-79.78,
15450,PA,1147,40,-79.97,
15451,PA,2978,39.74,-79.84,
15454,PA,0,39.86,-79.87,
15455,PA,0,40,-79.64,
15456,PA,9469,39.92,-79.64,
15458,PA,8626,39.88,-79.86,
15459,PA,6028,39.73,-79.45,
15460,PA,0,39.81,-79.91,
15461,PA,14689,39.84,-79.9,
15462,PA,1102,40.06,-79.38,
15463,PA,0,39.97,-79.9,
15464,PA,5276,39.96,-79.45,
15465,PA,0,39.94,-79.67,
15466,PA,0,40.08,-79.89,
15467,PA,0,39.78,-79.93,
15468,PA,8334,39.95,-79.83,
15469,PA,7261,40.01,-79.42,
15470,PA,3896,39.87,-79.53,
15472,PA,0,39.92,-79.72,
15473,PA,21244,40.08,-79.75,
15474,PA,6539,39.73,-79.9,
15475,PA,0,39.95,-79.88,
15476,PA,0,39.87,-79.92,
15477,PA,0,40.08,-79.86,
15478,PA,24506,39.8,-79.8,
15479,PA,9786,40.15,-79.74,
15480,PA,7866,39.99,-79.75,
15482,PA,0,40.06,-79.77,
15483,PA,0,40.08,-79.85,
15484,PA,0,39.89,-79.78,
15485,PA,0,39.81,-79.33,
15486,PA,9930,40.03,-79.66,
15488,PA,0,39.98,-79.77,
15489,PA,0,39.97,-79.7,
15490,PA,2308,40.07,-79.42,
15492,PA,0,40.12,-79.76,
15501,PA,67552,40,-79.07,
15502,PA,0,40.04,-79.24,
15510,PA,0,39.97,-79.04,
15520,PA,0,40.11,-79.06,
15521,PA,6335,40.19,-78.62,
15522,PA,54368,40.01,-78.5,
15530,PA,20170,39.92,-78.95,
15531,PA,14007,40.16,-79.02,
15532,PA,0,39.76,-79.06,
15533,PA,5035,39.99,-78.24,
15534,PA,3040,39.9,-78.69,
15535,PA,7925,39.91,-78.37,
15536,PA,1837,39.93,-78.21,
15537,PA,30235,40.01,-78.36,
15538,PA,2598,39.89,-78.83,
15539,PA,1717,40.13,-78.59,
15540,PA,1301,39.8,-79.24,
15541,PA,15331,40.04,-79,
15542,PA,4051,39.86,-79.06,
15544,PA,0,40.14,-79.09,
15545,PA,9430,39.82,-78.72,
15546,PA,1057,40.14,-79.05,
15547,PA,0,40.16,-79.06,
15548,PA,0,40.11,-78.96,
15549,PA,0,40.04,-79.12,
15550,PA,6081,40,-78.59,
15551,PA,2661,39.87,-79.29,
15552,PA,21530,39.81,-79.02,
15553,PA,0,39.98,-78.77,
15554,PA,8869,40.1,-78.64,
15555,PA,0,40.09,-79.08,
15557,PA,15478,39.91,-79.15,
15558,PA,5829,39.75,-79.08,
15559,PA,7849,40.04,-78.64,
15560,PA,0,40.02,-78.91,
15561,PA,0,40.1,-79.09,
15562,PA,1043,39.74,-79.13,
15563,PA,12644,40.1,-78.95,
15564,PA,0,39.73,-78.84,
15565,PA,0,39.78,-79.01,
15601,PA,335934,40.31,-79.54,
15605,PA,0,40.31,-79.54,
15606,PA,0,40.31,-79.54,
15610,PA,20019,40.15,-79.42,
15611,PA,1768,40.31,-79.65,
15612,PA,1530,40.14,-79.6,
15613,PA,68199,40.58,-79.56,
15615,PA,1128,40.36,-79.73,
15616,PA,0,40.22,-79.55,
15617,PA,0,40.27,-79.66,
15618,PA,10527,40.52,-79.47,
15619,PA,0,40.34,-79.53,
15620,PA,2811,40.32,-79.34,
15621,PA,0,40.21,-79.48,
15622,PA,14615,40.04,-79.32,
15623,PA,3570,40.37,-79.62,
15624,PA,0,40.36,-79.47,
15625,PA,0,40.27,-79.68,
15626,PA,31284,40.41,-79.57,
15627,PA,25485,40.33,-79.3,
15628,PA,2174,40.11,-79.38,
15629,PA,0,40.6,-79.56,
15631,PA,2981,40.09,-79.58,
15632,PA,79627,40.41,-79.62,
15633,PA,0,40.36,-79.52,
15634,PA,1902,40.32,-79.6,
15635,PA,0,40.35,-79.5,
15636,PA,31867,40.37,-79.66,
15637,PA,8007,40.26,-79.71,
15638,PA,0,40.26,-79.4,
15639,PA,9281,40.2,-79.61,
15640,PA,0,40.22,-79.73,
15641,PA,1910,40.63,-79.59,
15642,PA,301012,40.32,-79.69,
15644,PA,87657,40.33,-79.62,
15646,PA,1809,40.08,-79.33,
15647,PA,1385,40.35,-79.72,
15650,PA,138100,40.31,-79.38,
15655,PA,3849,40.19,-79.16,
15656,PA,47436,40.63,-79.6,
15658,PA,64156,40.24,-79.23,
15660,PA,953,40.24,-79.77,
15661,PA,2041,40.32,-79.36,
15662,PA,0,40.33,-79.48,
15663,PA,0,40.24,-79.67,
15664,PA,0,40.16,-79.51,
15665,PA,6965,40.34,-79.66,
15666,PA,69183,40.15,-79.54,
15668,PA,142139,40.46,-79.67,
15670,PA,19052,40.39,-79.41,
15671,PA,2697,40.36,-79.32,
15672,PA,18520,40.22,-79.6,
15673,PA,0,40.59,-79.56,
15674,PA,0,40.16,-79.51,
15675,PA,3381,40.34,-79.64,
15676,PA,0,40.24,-79.47,
15677,PA,3231,40.14,-79.24,
15678,PA,2571,40.29,-79.73,
15679,PA,15746,40.15,-79.63,
15680,PA,0,40.52,-79.5,
15681,PA,20159,40.48,-79.44,
15682,PA,0,40.68,-79.64,
15683,PA,36142,40.1,-79.58,
15684,PA,2622,40.46,-79.5,
15685,PA,0,40.18,-79.49,
15686,PA,4229,40.62,-79.44,
15687,PA,7579,40.13,-79.29,
15688,PA,2809,40.17,-79.58,
